Date,Price,Open,High,Low,Vol.,Change %,log_price,log_return,pct_return
2018-06-21,885.5,895.25,896.50,883.25,27.03K,-1.01%,6.786152457222888,-0.010112445725885877,-0.010061486864169966
2018-06-22,900.0,884.50,902.50,884.50,45.56K,1.64%,6.802394763324311,0.01624230610142252,0.01637492941840768
2018-06-25,880.0,902.00,904.25,876.75,34.23K,-2.22%,6.779921907472252,-0.022472855852059048,-0.022222222222222254
2018-06-26,873.0,878.50,886.25,868.00,59.38K,-0.80%,6.771935555839602,-0.007986351632649935,-0.007954545454545436
2018-06-27,873.0,874.00,883.50,871.00,74.07K,0.00%,6.771935555839602,0.0,0.0
2018-06-28,866.75,871.25,875.00,865.00,43.21K,-0.72%,6.764750584565133,-0.007184971274469376,-0.0071592210767468245
2018-06-29,863.5,867.00,881.75,862.50,34.70K,-0.37%,6.760993897586733,-0.0037566869783995926,-0.0037496394577444248
2018-07-02,853.5,864.25,868.00,850.50,24.15K,-1.16%,6.7493455422344955,-0.011648355352237516,-0.011580775911986141
2018-07-03,848.0,855.50,857.50,846.75,25.15K,-0.64%,6.742880635791903,-0.006464906442592344,-0.006444053895723445
2018-07-05,839.25,847.00,850.75,837.75,24.66K,-1.03%,6.732508635860144,-0.010371999931758857,-0.01031839622641506
2018-07-06,877.5,838.75,880.75,837.00,35.83K,4.56%,6.7770769553400205,0.04456831947987627,0.04557640750670244
2018-07-09,855.75,877.00,879.75,850.50,25.94K,-2.48%,6.751978277410295,-0.025098677929725532,-0.02478632478632481
2018-07-10,855.75,855.50,865.00,846.75,21.12K,0.00%,6.751978277410295,0.0,0.0
2018-07-11,833.0,848.00,850.50,831.75,30.69K,-2.66%,6.725033642166843,-0.02694463524345192,-0.026584867075664653
2018-07-12,833.75,835.00,841.25,822.25,22.73K,0.09%,6.725933597229833,0.0008999550629900099,0.0009003601440575881
2018-07-13,818.75,834.75,838.00,811.75,23.85K,-1.80%,6.707778786949461,-0.01815481028037169,-0.01799100449775115
2018-07-16,835.25,824.50,843.50,816.50,11.17K,2.02%,6.727731081236866,0.019952294287404193,0.020152671755725216
2018-07-17,845.0,839.00,849.00,836.00,18.72K,1.17%,6.739336627357174,0.011605546120308396,0.011673151750972721
2018-07-18,848.0,845.00,853.25,840.50,8.44K,0.36%,6.742880635791903,0.003544008434729129,0.0035502958579882726
2018-07-19,852.0,847.75,852.75,842.25,13.15K,0.47%,6.747586526829315,0.0047058910374122576,0.004716981132075526
2018-07-20,855.25,852.25,859.00,847.25,15.36K,0.38%,6.751393823857714,0.0038072970283984375,0.003814553990610259
2018-07-23,853.5,859.25,860.25,852.75,14.11K,-0.20%,6.7493455422344955,-0.002048281623218351,-0.0020461853259280405
2018-07-24,863.5,850.00,868.25,848.00,23.46K,1.17%,6.760993897586733,0.011648355352237516,0.011716461628588082
2018-07-25,866.0,865.50,868.00,857.50,18.80K,0.29%,6.763884908562435,0.002891010975702102,0.002895193977996424
2018-07-26,866.25,875.00,886.25,863.25,27.22K,0.03%,6.764173550504113,0.0002886419416778807,0.00028868360277134464
2018-07-27,875.25,863.25,879.00,863.25,19.35K,1.04%,6.774509559834775,0.010336009330662144,0.010389610389610393
2018-07-30,880.75,883.50,886.25,876.00,38.74K,0.63%,6.780773817221347,0.006264257386572325,0.006283918880319872
