friday_week,source_date,price,instrument_id,raw_symbol,expiration,days_to_expiry,open_interest_x,contract_rank,log_ret_1d,log_ret_5d,log_ret_20d,vol_20d,vol_60d,roll_changed,fx_source_date,brl_per_usd,fx_log_ret_1d,fx_log_ret_5d,fx_log_ret_20d,fx_vol_20d,fx_vol_60d,market_name,position_date,open_interest_y,noncommercial_long,noncommercial_short,noncommercial_spreading,commercial_long,commercial_short,nonreportable_long,nonreportable_short,release_date,spec_net,comm_net,spec_net_pct_oi,comm_net_pct_oi,spec_z_26w,spec_z_52w,comm_z_26w,comm_z_52w,curve_source_date,rank1_price,rank1_dte,rank1_oi,rank2_price,rank2_dte,rank2_oi,rank3_price,rank3_dte,rank3_oi,rank4_price,rank4_dte,rank4_oi,rank5_price,rank5_dte,rank5_oi,rank6_price,rank6_dte,rank6_oi,cm_1m_price,cm_3m_price,cm_6m_price,spread_1_2,spread_1_3,spread_3_6,basis_cm1_spotproxy,curve_slope_1_6,curve_curvature_1_3_6,rank1_price_ret_5d,rank1_price_ret_20d,cm_3m_price_ret_5d,cm_3m_price_ret_20d,cm_6m_price_ret_5d,cm_6m_price_ret_20d,curve_slope_1_6_ret_5d,curve_slope_1_6_ret_20d,curve_curvature_1_3_6_ret_5d,curve_curvature_1_3_6_ret_20d,weather_source_date,weather_tavg_c,weather_tmax_c,weather_tmin_c,weather_precip_mm,weather_rain_mm,rain_30d,rain_7d,rain_anom_30d,tavg_anom_30d,tmin_anom_30d,rain_ratio_30d,frost_7d_flag,heat_7d_flag,fcst_rain_1_7d,fcst_rain_8_14d,fcst_rain_1_14d,fcst_tavg_1_7d,fcst_tavg_8_14d,fcst_tmin_1_7d,fcst_tmax_1_7d,fcst_cold_flag_1_7d,fcst_heat_flag_1_7d,spot_proxy_price,price_lag_1,price_lag_4,price_lag_13,price_lag_26,brl_per_usd_lag_1,brl_per_usd_lag_4,brl_per_usd_lag_13,brl_per_usd_lag_26,spec_net_lag_1,spec_net_lag_4,spec_net_lag_13,spec_net_lag_26,comm_net_lag_1,comm_net_lag_4,comm_net_lag_13,comm_net_lag_26,spec_net_pct_oi_lag_1,spec_net_pct_oi_lag_4,spec_net_pct_oi_lag_13,spec_net_pct_oi_lag_26,comm_net_pct_oi_lag_1,comm_net_pct_oi_lag_4,comm_net_pct_oi_lag_13,comm_net_pct_oi_lag_26,rain_30d_lag_1,rain_30d_lag_4,rain_30d_lag_13,rain_30d_lag_26,rain_7d_lag_1,rain_7d_lag_4,rain_7d_lag_13,rain_7d_lag_26,tavg_anom_30d_lag_1,tavg_anom_30d_lag_4,tavg_anom_30d_lag_13,tavg_anom_30d_lag_26,tmin_anom_30d_lag_1,tmin_anom_30d_lag_4,tmin_anom_30d_lag_13,tmin_anom_30d_lag_26,rain_ratio_30d_lag_1,rain_ratio_30d_lag_4,rain_ratio_30d_lag_13,rain_ratio_30d_lag_26,rank1_price_lag_1,rank1_price_lag_4,rank1_price_lag_13,rank1_price_lag_26,cm_3m_price_lag_1,cm_3m_price_lag_4,cm_3m_price_lag_13,cm_3m_price_lag_26,cm_6m_price_lag_1,cm_6m_price_lag_4,cm_6m_price_lag_13,cm_6m_price_lag_26,curve_slope_1_6_lag_1,curve_slope_1_6_lag_4,curve_slope_1_6_lag_13,curve_slope_1_6_lag_26,curve_curvature_1_3_6_lag_1,curve_curvature_1_3_6_lag_4,curve_curvature_1_3_6_lag_13,curve_curvature_1_3_6_lag_26,spot_proxy_price_lag_1,spot_proxy_price_lag_4,spot_proxy_price_lag_13,spot_proxy_price_lag_26,price_brl_per_usd_interaction,price_spec_net_interaction,price_rain_30d_interaction,rank1_price_brl_per_usd_interaction,rank1_price_spec_net_interaction,cm_3m_price_cm_6m_price_interaction,target_ret_1w,target_ret_4w,target_ret_13w,target_ret_26w
2007-11-02,2007-11-02,118.9,0,KC_LOCAL,2008-11-01,365,,1,-0.030644219805374805,-0.021219851751445327,-0.14169812213138866,0.022787712001364698,,False,2007-11-01,1.7452,0.001146657619044519,-0.024675841711325405,-0.045587153008124014,0.006613335009300275,0.011885480888437877,COFFEE C - ICE FUTURES U.S. ,2007-10-30,168366,61875,20926,25700,61875,20926,10242,7565,2007-11-02,40949,40949,0.24321418813774753,0.24321418813774753,1.3548742690350002,1.6419329021568843,1.3548742690350002,1.6419329021568843,2007-11-02,118.9,365,,,,,,,,,,,,,,,,,118.9,118.9,118.9,,,0.0,0.0,0.0,0.0,-0.021219851751445327,-0.14169812213138866,-0.021219851751445327,-0.14169812213138866,-0.021219851751445327,-0.14169812213138866,,,,,2007-11-02,23.6,29.0,19.7,12.6,12.6,49.2,18.300000000000004,-69.46666666666667,0.9693650793650795,0.3922222222222221,0.41460674157303373,0.0,0.0,,,,,,,,,,118.9,121.45,137.0,,,1.7744,1.8084,,,45590.0,38818.0,,,45590.0,38818.0,,,0.2642730028809757,0.22721845001170687,,,0.2642730028809757,0.22721845001170687,,,43.7,12.800000000000004,,,23.3,12.800000000000004,,,0.16222222222222213,-0.25968253968253946,,,-0.16952380952380963,-0.7777777777777782,,,0.47158273381294963,0.28253100693714533,,,121.45,137.0,,,121.45,137.0,,,121.45,137.0,,,0.0,0.0,,,0.0,0.0,,,121.45,137.0,,,207.50428000000002,4868836.100000001,5849.880000000001,207.50428000000002,4868836.100000001,14137.210000000001,0.023686958265963055,0.057602199101883134,0.15691029523266103,0.07803513001516248
2007-11-09,2007-11-09,121.75,0,KC_LOCAL,2008-11-08,365,,1,-0.0012312745245267123,0.023686958265963055,-0.13466011882306092,0.019710010167822943,,False,2007-11-09,1.7482,0.007809847896032232,0.0017175248969329704,-0.031419734476181474,0.007426891162499716,0.011105393924638305,COFFEE C - ICE FUTURES U.S. ,2007-11-06,163302,59709,21715,23613,59709,21715,10286,8755,2007-11-09,37994,37994,0.23266095944936377,0.23266095944936377,1.1696887965794776,1.4529539352394893,1.1696887965794776,1.4529539352394893,2007-11-09,121.75,365,,,,,,,,,,,,,,,,,121.75,121.75,121.75,,,0.0,0.0,0.0,0.0,0.023686958265963055,-0.13466011882306092,0.023686958265963055,-0.13466011882306092,0.023686958265963055,-0.13466011882306092,,,,,2007-11-09,21.4,27.1,18.4,2.8,2.8,104.9,56.00000000000001,-32.62380952380952,0.8609523809523811,0.706031746031746,0.7627770083102494,0.0,0.0,,,,,,,,,,121.75,118.9,139.3,,,1.7452,1.7912,,,40949.0,42218.0,,,40949.0,42218.0,,,0.24321418813774753,0.23870048511302341,,,0.24321418813774753,0.23870048511302341,,,49.2,13.100000000000003,,,18.300000000000004,0.3000000000000036,,,0.9693650793650795,0.14793650793650812,,,0.3922222222222221,-0.6238095238095239,,,0.41460674157303373,0.2237494916632778,,,118.9,139.3,,,118.9,139.3,,,118.9,139.3,,,0.0,0.0,,,0.0,0.0,,,118.9,139.3,,,212.84335,4625769.5,12771.575,212.84335,4625769.5,14823.0625,0.025543655168832773,0.04810546712111471,0.18982244433207654,0.11068512377335275
2007-11-16,2007-11-16,124.9,0,KC_LOCAL,2008-11-15,365,,1,0.0008009611962048091,0.025543655168832773,-0.0008003201707690441,0.011244023465087892,,False,2007-11-16,1.7406,0.0020703941143082735,0.003453042105058024,-0.04075305039943776,0.008239243275666122,0.007638934901442657,COFFEE C - ICE FUTURES U.S. ,2007-11-13,159930,59283,21816,20634,59283,21816,9504,8127,2007-11-16,37467,37467,0.23427124366910523,0.23427124366910523,1.1248299926096865,1.4304471780686352,1.1248299926096865,1.4304471780686352,2007-11-16,124.9,365,,,,,,,,,,,,,,,,,124.9,124.9,124.9,,,0.0,0.0,0.0,0.0,0.025543655168832773,-0.0008003201707690441,0.025543655168832773,-0.0008003201707690441,0.025543655168832773,-0.0008003201707690441,,,,,2007-11-16,22.8,27.0,19.6,0.0,0.0,165.9,61.1,-0.9999999999999973,0.4646031746031749,0.7103174603174602,0.994008388256441,0.0,0.0,,,,,,,,,,124.9,121.75,125.0,,,1.7482,1.7956,,,37994.0,47261.0,,,37994.0,47261.0,,,0.23266095944936377,0.2674827945304718,,,0.23266095944936377,0.2674827945304718,,,104.9,20.400000000000006,,,56.00000000000001,7.300000000000004,,,0.8609523809523811,0.5465079365079365,,,0.706031746031746,-0.20777777777777803,,,0.7627770083102494,0.2708135786080031,,,121.75,125.0,,,121.75,125.0,,,121.75,125.0,,,0.0,0.0,,,0.0,0.0,,,121.75,125.0,,,217.40094,4679628.3,20720.91,217.40094,4679628.3,15600.010000000002,-0.011677201340343463,0.045773685813500324,0.1821213766311402,0.09974026802567275
2007-11-23,2007-11-21,123.45,0,KC_LOCAL,2008-11-20,365,,1,-0.007263954458225057,-0.006056953708189907,-0.00040494027684336947,0.013537317042777214,0.0202840927187011,False,2007-11-23,1.7954,0.01204732582769431,0.03099795696717491,-0.00038980927682795533,0.008812166031166984,0.007744440928004786,COFFEE C - ICE FUTURES U.S. ,2007-11-20,153591,59230,21107,18353,59230,21107,9678,7022,2007-11-23,38123,38123,0.24821115820588446,0.24821115820588446,1.2088142843597471,1.5472566013862852,1.2088142843597471,1.5472566013862852,2007-11-21,123.45,365,,,,,,,,,,,,,,,,,123.45,123.45,123.45,,,0.0,0.0,0.0,0.0,-0.006056953708189907,-0.00040494027684336947,-0.006056953708189907,-0.00040494027684336947,-0.006056953708189907,-0.00040494027684336947,,,,,2007-11-23,21.4,25.8,18.3,7.1,7.1,157.10000000000002,16.500000000000004,-25.776190476190475,0.39920634920634973,0.5692063492063492,0.8590511405061975,0.0,0.0,,,,,,,,,,123.45,124.9,121.45,114.65,,1.7406,1.7744,1.9847,,37467.0,45590.0,26239.0,,37467.0,45590.0,26239.0,,0.23427124366910523,0.2642730028809757,0.16447174601184694,,0.23427124366910523,0.2642730028809757,0.16447174601184694,,165.9,43.7,30.6,,61.1,23.3,0.0,,0.4646031746031749,0.16222222222222213,-1.3165079365079364,,0.7103174603174602,-0.16952380952380963,-0.972222222222222,,0.994008388256441,0.47158273381294963,4.264100862641008,,124.9,121.45,114.65,,124.9,121.45,114.65,,124.9,121.45,114.65,,0.0,0.0,0.0,,0.0,0.0,0.0,,124.9,121.45,114.65,,221.64213,4706284.350000001,19393.995000000003,221.64213,4706284.350000001,15239.9025,0.020048787007430617,0.08349500874639287,0.2602746602639787,0.08200358415972284
2007-11-30,2007-11-30,125.95,0,KC_LOCAL,2008-11-29,365,,1,0.005972544132621083,0.020048787007430617,0.0372060706260088,0.013974730567027976,0.020313833319497446,False,2007-11-30,1.7829,-0.0038067559826381607,-0.006986586281863544,0.022518747410314396,0.011518287941336023,0.0085922766620815,COFFEE C - ICE FUTURES U.S. ,2007-11-27,152293,59493,22481,18709,59493,22481,10132,7222,2007-11-30,37012,37012,0.24303152475819637,0.24303152475819637,1.0841744131189537,1.455193254097735,1.0841744131189537,1.455193254097735,2007-11-30,125.95,365,,,,,,,,,,,,,,,,,125.95,125.95,125.95,,,0.0,0.0,0.0,0.0,0.020048787007430617,0.0372060706260088,0.020048787007430617,0.0372060706260088,0.020048787007430617,0.0372060706260088,,,,,2007-11-30,22.5,29.2,16.6,3.9,3.9,174.0,24.900000000000002,-18.785714285714285,0.2774603174603179,0.3888888888888888,0.9025565024082994,0.0,0.0,,,,,,,,,,125.95,123.45,118.9,112.65,,1.7954,1.7452,1.9612,,38123.0,40949.0,24210.0,,38123.0,40949.0,24210.0,,0.24821115820588446,0.24321418813774753,0.15739482631958757,,0.24821115820588446,0.24321418813774753,0.15739482631958757,,157.10000000000002,49.2,0.0,,16.500000000000004,18.300000000000004,0.0,,0.39920634920634973,0.9693650793650795,-0.6484126984126983,,0.5692063492063492,0.3922222222222221,-1.0166666666666666,,0.8590511405061975,0.41460674157303373,0.0,,123.45,118.9,112.65,,123.45,118.9,112.65,,123.45,118.9,112.65,,0.0,0.0,0.0,,0.0,0.0,0.0,,123.45,118.9,112.65,,224.556255,4661661.4,21915.3,224.556255,4661661.4,15863.4025,0.014190226285194589,0.05521572260244677,0.26763328544435017,0.061208249898507566
2007-12-07,2007-12-07,127.75,0,KC_LOCAL,2008-12-06,365,,1,0.014587288033512282,0.014190226285194589,0.058840500022933395,0.012634092009021233,0.020197693634994462,False,2007-12-07,1.7608,-0.014490147251212572,-0.012473000828472752,0.014991411961896439,0.01285873766584081,0.009126829135330314,COFFEE C - ICE FUTURES U.S. ,2007-12-04,155570,62297,22480,18496,62297,22480,11296,6649,2007-12-07,39817,39817,0.2559426624670566,0.2559426624670566,1.1471548805200484,1.558224766859535,1.1471548805200484,1.558224766859535,2007-12-07,127.75,365,,,,,,,,,,,,,,,,,127.75,127.75,127.75,,,0.0,0.0,0.0,0.0,0.014190226285194589,0.058840500022933395,0.014190226285194589,0.058840500022933395,0.014190226285194589,0.058840500022933395,,,,,2007-12-07,23.8,27.7,20.5,10.4,10.4,143.5,32.2,-73.32380952380953,0.3996825396825398,0.2411111111111114,0.6618276854149737,0.0,0.0,,,,,,,,,,127.75,125.95,121.75,113.75,,1.7829,1.7482,1.9537,,37012.0,37994.0,20506.0,,37012.0,37994.0,20506.0,,0.24303152475819637,0.23266095944936377,0.12953721368018092,,0.24303152475819637,0.23266095944936377,0.12953721368018092,,174.0,104.9,0.0,,24.900000000000002,56.00000000000001,0.0,,0.2774603174603179,0.8609523809523811,-0.4930158730158729,,0.3888888888888888,0.706031746031746,-0.7204761904761903,,0.9025565024082994,0.7627770083102494,0.0,,125.95,121.75,113.75,,125.95,121.75,113.75,,125.95,121.75,113.75,,0.0,0.0,0.0,,0.0,0.0,0.0,,125.95,121.75,113.75,,224.94219999999999,5086621.75,18332.125,224.94219999999999,5086621.75,16320.0625,0.023211873861218466,0.03801571225434793,0.15219181534192533,0.061476106788542866
2007-12-14,2007-12-14,130.75,0,KC_LOCAL,2008-12-13,365,,1,0.004599471504457801,0.023211873861218466,0.051393933445653905,0.012873516726691596,0.018211530899587384,False,2007-12-14,1.7951,0.01193659273467237,0.01929247946477248,0.0308308493216112,0.011969016739971115,0.009171705873116574,COFFEE C - ICE FUTURES U.S. ,2007-12-11,159046,63392,22043,19653,63392,22043,12504,7337,2007-12-14,41349,41349,0.25998138903210394,0.25998138903210394,1.1053739173968726,1.5689047172832566,1.1053739173968726,1.5689047172832566,2007-12-14,130.75,365,,,,,,,,,,,,,,,,,130.75,130.75,130.75,,,0.0,0.0,0.0,0.0,0.023211873861218466,0.051393933445653905,0.023211873861218466,0.051393933445653905,0.023211873861218466,0.051393933445653905,,,,,2007-12-14,21.0,24.7,19.1,10.4,10.4,143.5,58.2,-93.12857142857142,0.4311111111111109,0.1373015873015878,0.6064356435643565,0.0,0.0,,,,,,,,,,130.75,127.75,124.9,118.05,,1.7608,1.7406,1.9023,,39817.0,37467.0,20258.0,,39817.0,37467.0,20258.0,,0.2559426624670566,0.23427124366910523,0.1275050352467271,,0.2559426624670566,0.23427124366910523,0.1275050352467271,,143.5,165.9,0.0,,32.2,61.1,0.0,,0.3996825396825398,0.4646031746031749,-0.6706349206349206,,0.2411111111111114,0.7103174603174602,-1.1376190476190475,,0.6618276854149737,0.994008388256441,0.0,,127.75,124.9,118.05,,127.75,124.9,118.05,,127.75,124.9,118.05,,0.0,0.0,0.0,,0.0,0.0,0.0,,127.75,124.9,118.05,,234.70932499999998,5406381.75,18762.625,234.70932499999998,5406381.75,17095.5625,0.026044121592548996,0.041571235757454625,0.13768146894134398,0.027533325144017035
2007-12-21,2007-12-21,134.2,0,KC_LOCAL,2008-12-20,365,,1,0.0037327404296839204,0.026044121592548996,0.08349500874639287,0.011203640253348312,0.017405537084434475,False,2007-12-21,1.7958,-0.0036685050313263507,0.0003898744096839575,0.00022276676412009644,0.011306655107569568,0.009010901031826427,COFFEE C - ICE FUTURES U.S. ,2007-12-18,161560,64865,22375,18731,64865,22375,13971,7239,2007-12-21,42490,42490,0.26299826689774697,0.26299826689774697,1.0558744753540232,1.5586454971207366,1.0558744753540232,1.5586454971207366,2007-12-21,134.2,365,,,,,,,,,,,,,,,,,134.2,134.2,134.2,,,0.0,0.0,0.0,0.0,0.026044121592548996,0.08349500874639287,0.026044121592548996,0.08349500874639287,0.026044121592548996,0.08349500874639287,,,,,2007-12-21,19.9,21.7,18.3,23.6,23.6,186.3,61.9,-61.542857142857144,0.24793650793650765,0.16777777777777808,0.7516859761369531,0.0,0.0,,,,,,,,,,134.2,130.75,123.45,129.9,,1.7951,1.7954,1.861,,41349.0,38123.0,30548.0,,41349.0,38123.0,30548.0,,0.25998138903210394,0.24821115820588446,0.1896743348545528,,0.25998138903210394,0.24821115820588446,0.1896743348545528,,143.5,157.10000000000002,0.0,,58.2,16.500000000000004,0.0,,0.4311111111111109,0.39920634920634973,-0.17253968253968222,,0.1373015873015878,0.5692063492063492,-0.7357142857142857,,0.6064356435643565,0.8590511405061975,0.0,,130.75,123.45,129.9,,130.75,123.45,129.9,,130.75,123.45,129.9,,0.0,0.0,0.0,,0.0,0.0,0.0,,130.75,123.45,129.9,,240.99635999999998,5702157.999999999,25001.46,240.99635999999998,5702157.999999999,18009.639999999996,-0.00823049913651548,-0.00823049913651548,-0.024897551621727087,0.07013479252060342
2007-12-28,2007-12-28,133.1,0,KC_LOCAL,2008-12-27,365,,1,0.009815103332658982,-0.01046347364082786,0.05640738113472576,0.010104883225302745,0.016462601042039685,False,2007-12-28,1.7705,0.0023750293905606523,-0.017857117566076223,-0.010786015471404276,0.008158219305898669,0.00895081617728794,COFFEE C - ICE FUTURES U.S. ,2007-12-24,163577,66910,22698,19229,66910,22698,12597,6893,2007-12-27,44212,44212,0.27028249692805223,0.27028249692805223,1.056416568128897,1.5916119476803705,1.056416568128897,1.5916119476803705,2007-12-28,133.1,365,,,,,,,,,,,,,,,,,133.1,133.1,133.1,,,0.0,0.0,0.0,0.0,-0.01046347364082786,0.05640738113472576,-0.01046347364082786,0.05640738113472576,-0.01046347364082786,0.05640738113472576,,,,,2007-12-28,23.6,29.7,18.0,1.2,1.2,206.60000000000002,50.300000000000004,-42.69523809523809,-0.046507936507936755,-0.17142857142857093,0.8287362469437654,0.0,0.0,,,,,,,,,,133.1,134.2,125.95,128.65,,1.7958,1.7829,1.8381,,42490.0,37012.0,36595.0,,42490.0,37012.0,36595.0,,0.26299826689774697,0.24303152475819637,0.21763824295552675,,0.26299826689774697,0.24303152475819637,0.21763824295552675,,186.3,174.0,0.0,,61.9,24.900000000000002,0.0,,0.24793650793650765,0.2774603174603179,-0.05857142857142842,,0.16777777777777808,0.3888888888888888,-0.4430158730158729,,0.7516859761369531,0.9025565024082994,0.0,,134.2,125.95,128.65,,134.2,125.95,128.65,,134.2,125.95,128.65,,0.0,0.0,0.0,,0.0,0.0,0.0,,134.2,125.95,128.65,,235.65355,5884617.2,27498.460000000003,235.65355,5884617.2,17715.609999999997,-0.0030097840629042037,-0.012474174225175801,-0.02049407590851333,0.12053406902827345
2008-01-04,2008-01-04,132.7,0,KC_LOCAL,2009-01-03,365,,1,-0.018664222270701903,0.006805319269754863,0.041151739912695745,0.012810293785265069,0.016900866004247787,False,2008-01-04,1.7566,0.0002846813012080304,-0.005506840678380786,-0.02151347261881123,0.00607138587400408,0.00891129659978085,COFFEE C - ICE FUTURES U.S. ,2007-12-31,165819,66710,24332,17937,66710,24332,13779,6964,2008-01-03,42378,42378,0.25556781792195105,0.25556781792195105,0.8198574216092162,1.4024776085259376,0.8198574216092162,1.4024776085259376,2008-01-04,132.7,365,,,,,,,,,,,,,,,,,132.7,132.7,132.7,,,0.0,0.0,0.0,0.0,0.006805319269754863,0.041151739912695745,0.006805319269754863,0.041151739912695745,0.006805319269754863,0.041151739912695745,,,,,2008-01-04,24.2,29.4,19.5,0.0,0.0,182.9,1.9000000000000001,-79.64020979020978,0.20034687534687545,-0.008590853590853225,0.6966551910130316,0.0,0.0,,,,,,,,,,132.7,133.1,127.75,137.0,,1.7705,1.7608,1.8084,,44212.0,39817.0,38818.0,,44212.0,39817.0,38818.0,,0.27028249692805223,0.2559426624670566,0.22721845001170687,,0.27028249692805223,0.2559426624670566,0.22721845001170687,,206.60000000000002,143.5,12.800000000000004,,50.300000000000004,32.2,12.800000000000004,,-0.046507936507936755,0.3996825396825398,-0.25968253968253946,,-0.17142857142857093,0.2411111111111114,-0.7777777777777782,,0.8287362469437654,0.6618276854149737,0.28253100693714533,,133.1,127.75,137.0,,133.1,127.75,137.0,,133.1,127.75,137.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,133.1,127.75,137.0,,233.10081999999997,5623560.6,24270.829999999998,233.10081999999997,5623560.6,17609.289999999997,0.026767397364325325,0.04710215759123548,-0.006046881614892838,0.11953984373779539
2008-01-11,2008-01-11,136.3,0,KC_LOCAL,2009-01-10,365,,1,-0.002564573671590056,0.026767397364325325,0.04655495318402739,0.013156934840252939,0.015997870214001834,False,2008-01-11,1.7528,-0.005235018214868157,-0.002165613201760292,-0.00500797768715888,0.005922419482775141,0.008943068464223526,COFFEE C - ICE FUTURES U.S. ,2008-01-08,171672,65742,23519,22427,65742,23519,13747,7939,2008-01-11,42223,42223,0.24595158208677012,0.24595158208677012,0.6498886075316036,1.2621604338650898,0.6498886075316036,1.2621604338650898,2008-01-11,136.3,365,,,,,,,,,,,,,,,,,136.3,136.3,136.3,,,0.0,0.0,0.0,0.0,0.026767397364325325,0.04655495318402739,0.026767397364325325,0.04655495318402739,0.026767397364325325,0.04655495318402739,,,,,2008-01-11,22.5,27.0,19.2,10.8,10.8,175.3,42.4,-80.32181152181151,0.17803807303807312,-0.1440165390165389,0.685778725048438,0.0,0.0,,,,,,,,,,136.3,132.7,130.75,139.3,,1.7566,1.7951,1.7912,,42378.0,41349.0,42218.0,,42378.0,41349.0,42218.0,,0.25556781792195105,0.25998138903210394,0.23870048511302341,,0.25556781792195105,0.25998138903210394,0.23870048511302341,,182.9,143.5,13.100000000000003,,1.9000000000000001,58.2,0.3000000000000036,,0.20034687534687545,0.4311111111111109,0.14793650793650812,,-0.008590853590853225,0.1373015873015878,-0.6238095238095239,,0.6966551910130316,0.6064356435643565,0.2237494916632778,,132.7,130.75,139.3,,132.7,130.75,139.3,,132.7,130.75,139.3,,0.0,0.0,0.0,,0.0,0.0,0.0,,132.7,130.75,139.3,,238.90664,5754994.9,23893.390000000003,238.90664,5754994.9,18577.690000000002,-0.023757613301421114,0.0769338675922887,-0.040806709726332165,0.027141163003630616
2008-01-18,2008-01-18,133.1,0,KC_LOCAL,2009-01-17,365,,1,-0.009719702687983355,-0.023757613301421114,0.013235209269517047,0.013845652059053646,0.012581719934706479,False,2008-01-18,1.7842,0.009177733967705704,0.017755626198426456,-0.009427453863328664,0.0057330701683846914,0.00886645862740527,COFFEE C - ICE FUTURES U.S. ,2008-01-15,180100,66411,25850,21678,66411,25850,14416,7930,2008-01-18,40561,40561,0.22521377012770682,0.22521377012770682,0.30905827672237746,1.0213438654442764,0.30905827672237746,1.0213438654442764,2008-01-18,133.1,365,,,,,,,,,,,,,,,,,133.1,133.1,133.1,,,0.0,0.0,0.0,0.0,-0.023757613301421114,0.013235209269517047,-0.023757613301421114,0.013235209269517047,-0.023757613301421114,0.013235209269517047,,,,,2008-01-18,22.7,27.3,17.8,8.9,8.9,208.20000000000002,71.5,-43.90016650016649,-0.13747419247419249,-0.3727611277611275,0.8258622074327845,0.0,0.0,,,,,,,,,,133.1,136.3,134.2,125.0,,1.7528,1.7958,1.7956,,42223.0,42490.0,47261.0,,42223.0,42490.0,47261.0,,0.24595158208677012,0.26299826689774697,0.2674827945304718,,0.24595158208677012,0.26299826689774697,0.2674827945304718,,175.3,186.3,20.400000000000006,,42.4,61.9,7.300000000000004,,0.17803807303807312,0.24793650793650765,0.5465079365079365,,-0.1440165390165389,0.16777777777777808,-0.20777777777777803,,0.685778725048438,0.7516859761369531,0.2708135786080031,,136.3,134.2,125.0,,136.3,134.2,125.0,,136.3,134.2,125.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,136.3,134.2,125.0,,237.47701999999998,5398669.1,27711.420000000002,237.47701999999998,5398669.1,17715.609999999997,-0.012474174225175801,0.11853406836160635,0.016024192325524933,0.018977313703874968
2008-01-25,2008-01-25,131.45,0,KC_LOCAL,2009-01-24,365,,1,-0.006823377497220147,-0.02219387691315907,-0.01659789140903794,0.014676327185793033,0.012789183788431443,False,2008-01-25,1.7904,0.0016210629894980462,0.0034689230779776366,0.013552095396262903,0.009136181745112389,0.00959622254947743,COFFEE C - ICE FUTURES U.S. ,2008-01-22,175730,62623,22547,22302,62623,22547,12759,8342,2008-01-25,40076,40076,0.22805440163887783,0.22805440163887783,0.2816888610124356,1.0140743106494445,0.2816888610124356,1.0140743106494445,2008-01-25,131.45,365,,,,,,,,,,,,,,,,,131.45,131.45,131.45,,,0.0,0.0,0.0,0.0,-0.02219387691315907,-0.01659789140903794,-0.02219387691315907,-0.01659789140903794,-0.02219387691315907,-0.01659789140903794,,,,,2008-01-25,21.0,25.6,18.7,26.4,26.4,203.60000000000002,86.6,-52.14150849150849,-0.1087296037296035,-0.18745088245088226,0.7961163645312598,0.0,0.0,,,,,,,,,,131.45,133.1,133.1,121.45,,1.7842,1.7705,1.7744,,40561.0,44212.0,45590.0,,40561.0,44212.0,45590.0,,0.22521377012770682,0.27028249692805223,0.2642730028809757,,0.22521377012770682,0.27028249692805223,0.2642730028809757,,208.20000000000002,206.60000000000002,43.7,,71.5,50.300000000000004,23.3,,-0.13747419247419249,-0.046507936507936755,0.16222222222222213,,-0.3727611277611275,-0.17142857142857093,-0.16952380952380963,,0.8258622074327845,0.8287362469437654,0.47158273381294963,,133.1,133.1,121.45,,133.1,133.1,121.45,,133.1,133.1,121.45,,0.0,0.0,0.0,,0.0,0.0,0.0,,133.1,133.1,121.45,,235.34807999999998,5267990.199999999,26763.22,235.34807999999998,5267990.199999999,17279.102499999997,0.05656654775350705,0.19748432487927703,-0.007636539593152809,0.043541761598035335
2008-02-01,2008-02-01,139.1,0,KC_LOCAL,2009-01-31,365,,1,0.0068530475599716855,0.05656654775350705,0.028437935320533625,0.01445614164108095,0.013235471618322172,False,2008-02-01,1.7443,-0.008676348737550715,-0.02608572953357162,-0.0070267934589278574,0.009688860750359879,0.009616182926422547,COFFEE C - ICE FUTURES U.S. ,2008-01-29,183544,63028,22765,25911,63028,22765,12078,7008,2008-02-01,40263,40263,0.21936429412021097,0.21936429412021097,0.029977318974165206,0.8964637213116813,0.029977318974165206,0.8964637213116813,2008-02-01,139.1,365,,,,,,,,,,,,,,,,,139.1,139.1,139.1,,,0.0,0.0,0.0,0.0,0.05656654775350705,0.028437935320533625,0.05656654775350705,0.028437935320533625,0.05656654775350705,0.028437935320533625,,,,,2008-02-01,23.5,29.3,19.4,6.9,6.9,302.4,101.9,53.58636363636364,-0.9154545454545454,-0.2121212121212121,1.215367471090082,0.0,0.0,,,,,,,,,,139.1,131.45,132.7,118.9,,1.7904,1.7566,1.7452,,40076.0,42378.0,40949.0,,40076.0,42378.0,40949.0,,0.22805440163887783,0.25556781792195105,0.24321418813774753,,0.22805440163887783,0.25556781792195105,0.24321418813774753,,203.60000000000002,182.9,49.2,,86.6,1.9000000000000001,18.300000000000004,,-0.1087296037296035,0.20034687534687545,0.9693650793650795,,-0.18745088245088226,-0.008590853590853225,0.3922222222222221,,0.7961163645312598,0.6966551910130316,0.41460674157303373,,131.45,132.7,118.9,,131.45,132.7,118.9,,131.45,132.7,118.9,,0.0,0.0,0.0,,0.0,0.0,0.0,,131.45,132.7,118.9,,242.63213,5600583.3,42063.84,242.63213,5600583.3,19348.809999999998,0.056599107365378584,0.16832518931357224,-0.0788751652174986,0.007520178681400184
