friday_week,source_date,price,instrument_id,raw_symbol,expiration,days_to_expiry,open_interest_x,contract_rank,log_ret_1d,log_ret_5d,log_ret_20d,vol_20d,vol_60d,roll_changed,fx_source_date,brl_per_usd,fx_log_ret_1d,fx_log_ret_5d,fx_log_ret_20d,fx_vol_20d,fx_vol_60d,market_name,position_date,open_interest_y,noncommercial_long,noncommercial_short,noncommercial_spreading,commercial_long,commercial_short,nonreportable_long,nonreportable_short,release_date,spec_net,comm_net,spec_net_pct_oi,comm_net_pct_oi,spec_z_26w,spec_z_52w,comm_z_26w,comm_z_52w,curve_source_date,rank1_price,rank1_dte,rank1_oi,rank2_price,rank2_dte,rank2_oi,rank3_price,rank3_dte,rank3_oi,rank4_price,rank4_dte,rank4_oi,rank5_price,rank5_dte,rank5_oi,rank6_price,rank6_dte,rank6_oi,cm_1m_price,cm_3m_price,cm_6m_price,spread_1_2,spread_1_3,spread_3_6,basis_cm1_spotproxy,curve_slope_1_6,curve_curvature_1_3_6,rank1_price_ret_5d,rank1_price_ret_20d,cm_3m_price_ret_5d,cm_3m_price_ret_20d,cm_6m_price_ret_5d,cm_6m_price_ret_20d,curve_slope_1_6_ret_5d,curve_slope_1_6_ret_20d,curve_curvature_1_3_6_ret_5d,curve_curvature_1_3_6_ret_20d,weather_source_date,weather_tavg_c,weather_tmax_c,weather_tmin_c,weather_precip_mm,weather_rain_mm,rain_30d,rain_7d,rain_anom_30d,tavg_anom_30d,tmin_anom_30d,rain_ratio_30d,frost_7d_flag,heat_7d_flag,fcst_rain_1_7d,fcst_rain_8_14d,fcst_rain_1_14d,fcst_tavg_1_7d,fcst_tavg_8_14d,fcst_tmin_1_7d,fcst_tmax_1_7d,fcst_cold_flag_1_7d,fcst_heat_flag_1_7d,spot_proxy_price,price_lag_1,price_lag_4,price_lag_13,price_lag_26,brl_per_usd_lag_1,brl_per_usd_lag_4,brl_per_usd_lag_13,brl_per_usd_lag_26,spec_net_lag_1,spec_net_lag_4,spec_net_lag_13,spec_net_lag_26,comm_net_lag_1,comm_net_lag_4,comm_net_lag_13,comm_net_lag_26,spec_net_pct_oi_lag_1,spec_net_pct_oi_lag_4,spec_net_pct_oi_lag_13,spec_net_pct_oi_lag_26,comm_net_pct_oi_lag_1,comm_net_pct_oi_lag_4,comm_net_pct_oi_lag_13,comm_net_pct_oi_lag_26,rain_30d_lag_1,rain_30d_lag_4,rain_30d_lag_13,rain_30d_lag_26,rain_7d_lag_1,rain_7d_lag_4,rain_7d_lag_13,rain_7d_lag_26,tavg_anom_30d_lag_1,tavg_anom_30d_lag_4,tavg_anom_30d_lag_13,tavg_anom_30d_lag_26,tmin_anom_30d_lag_1,tmin_anom_30d_lag_4,tmin_anom_30d_lag_13,tmin_anom_30d_lag_26,rain_ratio_30d_lag_1,rain_ratio_30d_lag_4,rain_ratio_30d_lag_13,rain_ratio_30d_lag_26,rank1_price_lag_1,rank1_price_lag_4,rank1_price_lag_13,rank1_price_lag_26,cm_3m_price_lag_1,cm_3m_price_lag_4,cm_3m_price_lag_13,cm_3m_price_lag_26,cm_6m_price_lag_1,cm_6m_price_lag_4,cm_6m_price_lag_13,cm_6m_price_lag_26,curve_slope_1_6_lag_1,curve_slope_1_6_lag_4,curve_slope_1_6_lag_13,curve_slope_1_6_lag_26,curve_curvature_1_3_6_lag_1,curve_curvature_1_3_6_lag_4,curve_curvature_1_3_6_lag_13,curve_curvature_1_3_6_lag_26,spot_proxy_price_lag_1,spot_proxy_price_lag_4,spot_proxy_price_lag_13,spot_proxy_price_lag_26,price_brl_per_usd_interaction,price_spec_net_interaction,price_rain_30d_interaction,rank1_price_brl_per_usd_interaction,rank1_price_spec_net_interaction,cm_3m_price_cm_6m_price_interaction,target_ret_1w,target_ret_4w,target_ret_13w,target_ret_26w
2010-02-26,2010-02-26,129.05,0,KC_LOCAL,2011-02-26,365,,1,0.010516163126129284,-0.04322128362448353,-0.029773191524405777,0.014374118007125302,0.015225111995232382,False,2010-02-26,1.8102,-0.013934067127607969,-0.0003314001687330631,-0.022018536433140303,0.010186264281877534,0.008155938907262841,COFFEE C - ICE FUTURES U.S. ,2010-02-23,122879,32963,19216,15437,32963,19216,6968,6048,2010-02-26,13747,13747,0.11187428283107773,0.11187428283107773,-1.561169759906718,-0.6275899151564781,-1.561169759906718,-0.6275899151564781,2010-02-26,129.05,365,,,,,,,,,,,,,,,,,129.05,129.05,129.05,,,0.0,0.0,0.0,0.0,-0.04322128362448353,-0.029773191524405777,-0.04322128362448353,-0.029773191524405777,-0.04322128362448353,-0.029773191524405777,,,,,2010-02-26,22.2,25.6,19.7,28.5,28.5,115.6,50.800000000000026,-89.93636363636362,0.9166666666666666,0.347878787878788,0.5624308903533991,0.0,0.0,,,,,,,,,,129.05,134.75,131.7,137.95,121.1,1.8108,1.874,1.7435,1.8732,15556.0,27877.0,22641.0,15797.0,15556.0,27877.0,22641.0,15797.0,0.12409952852390488,0.21441866904593423,0.21060415794614204,0.16981456597688793,0.12409952852390488,0.21441866904593423,0.21060415794614204,0.16981456597688793,124.1,206.5,117.90000000000002,23.500000000000014,16.60000000000003,54.90000000000003,3.600000000000014,22.500000000000007,0.4613636363636365,0.3286946386946388,0.9412698412698414,-0.3530158730158727,0.09939393939393935,0.17280885780885774,0.7096825396825396,0.5482539682539683,0.5680815647107782,0.7991788859479618,0.6262393767705384,4.824046920821118,134.75,131.7,137.95,121.1,134.75,131.7,137.95,121.1,134.75,131.7,137.95,121.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.75,131.7,137.95,121.1,233.60631000000004,1774050.35,14918.18,233.60631000000004,1774050.35,16653.902500000004,-0.008169662245005788,0.05135140970773364,0.039503807224351165,0.3162322523932899
2010-03-05,2010-03-05,128.0,0,KC_LOCAL,2011-03-05,365,,1,0.0011725621824215883,-0.008169662245005788,-0.02735674356668462,0.013300719563287837,0.01402560877408099,False,2010-03-05,1.7816,-0.0035858397903015924,-0.01592549944991253,-0.02838757503464427,0.008826543636081327,0.007957931838938306,COFFEE C - ICE FUTURES U.S. ,2010-03-02,121176,30318,20182,16313,30318,20182,7066,6570,2010-03-05,10136,10136,0.08364692678418169,0.08364692678418169,-1.9526104383537597,-1.0283905653217287,-1.9526104383537597,-1.0283905653217287,2010-03-05,128.0,365,,,,,,,,,,,,,,,,,128.0,128.0,128.0,,,0.0,0.0,0.0,0.0,-0.008169662245005788,-0.02735674356668462,-0.008169662245005788,-0.02735674356668462,-0.008169662245005788,-0.02735674356668462,,,,,2010-03-05,23.3,29.2,20.3,11.8,11.8,251.0,145.80000000000004,52.32272727272728,0.5092424242424242,0.46409090909090944,1.2633553730353015,0.0,0.0,,,,,,,,,,128.0,129.05,128.8,141.1,122.85,1.8102,1.8745,1.7123,1.8493,13747.0,20206.0,26520.0,10208.0,13747.0,20206.0,26520.0,10208.0,0.11187428283107773,0.1567583922295751,0.23638681154123845,0.10770659238625813,0.11187428283107773,0.1567583922295751,0.23638681154123845,0.10770659238625813,115.6,147.39999999999998,158.0,32.30000000000001,50.800000000000026,3.8000000000000282,72.9,8.800000000000008,0.9166666666666666,0.481060606060606,0.7663492063492062,-0.7846031746031744,0.347878787878788,0.2590909090909091,0.9317460317460318,0.17492063492063512,0.5624308903533991,0.6144343179794227,0.7934761813659843,4.176724137931036,129.05,128.8,141.1,122.85,129.05,128.8,141.1,122.85,129.05,128.8,141.1,122.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.05,128.8,141.1,122.85,228.0448,1297408.0,32128.0,228.0448,1297408.0,16384.0,0.01665736752095726,0.07086611586863184,0.04394212185649876,0.3685957949125479
2010-03-12,2010-03-12,130.15,0,KC_LOCAL,2011-03-12,365,,1,-0.00993891973531573,0.01665736752095726,-0.015628295977011344,0.012297418772669775,0.0136839086423571,False,2010-03-12,1.7629,-0.003171549353837612,-0.010551656651460288,-0.0468731935306591,0.007312950042251033,0.00789846268388265,COFFEE C - ICE FUTURES U.S. ,2010-03-09,125550,31094,20528,18639,31094,20528,8210,7374,2010-03-12,10566,10566,0.08415770609318997,0.08415770609318997,-1.951514970213956,-1.0760698469270924,-1.951514970213956,-1.0760698469270924,2010-03-12,130.15,365,,,,,,,,,,,,,,,,,130.15,130.15,130.15,,,0.0,0.0,0.0,0.0,0.01665736752095726,-0.015628295977011344,0.01665736752095726,-0.015628295977011344,0.01665736752095726,-0.015628295977011344,,,,,2010-03-12,24.5,30.7,18.8,0.0,0.0,228.1,8.700000000000028,41.831818181818186,0.6448484848484849,0.6360606060606064,1.2245784426169501,0.0,0.0,,,,,,,,,,130.15,128.0,132.75,142.6,125.3,1.7816,1.8662,1.7513,1.8171,10136.0,16642.0,31029.0,7870.0,10136.0,16642.0,31029.0,7870.0,0.08364692678418169,0.12339655658208888,0.2583016307740974,0.08185553070882522,0.08364692678418169,0.12339655658208888,0.2583016307740974,0.08185553070882522,251.0,150.3,349.8,75.50000000000001,145.80000000000004,35.500000000000036,247.8,43.2,0.5092424242424242,0.33848484848484856,0.5036507936507936,-1.0146031746031745,0.46409090909090944,0.09984848484848499,0.8246031746031747,0.6833333333333337,1.2633553730353015,0.6400696864111498,1.5896559186323307,6.914522459659836,128.0,132.75,142.6,125.3,128.0,132.75,142.6,125.3,128.0,132.75,142.6,125.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,132.75,142.6,125.3,229.441435,1375164.9000000001,29687.215,229.441435,1375164.9000000001,16939.022500000003,0.001151852690225138,0.019403309897587356,0.10770122392708999,0.3690832352394285
2010-03-19,2010-03-19,130.3,0,KC_LOCAL,2011-03-19,365,,1,-0.021636828129141743,0.001151852690225138,-0.033581725658307034,0.013613177782745517,0.013641677631401715,False,2010-03-19,1.7946,0.005924121724002674,0.01782197557225962,-0.008986580697846133,0.006402523620715245,0.007701638182368897,COFFEE C - ICE FUTURES U.S. ,2010-03-16,122903,30449,20999,17271,30449,20999,6724,6115,2010-03-19,9450,9450,0.07688990504706963,0.07688990504706963,-1.923582981957691,-1.2269573418655346,-1.923582981957691,-1.2269573418655346,2010-03-19,130.3,365,,,,,,,,,,,,,,,,,130.3,130.3,130.3,,,0.0,0.0,0.0,0.0,0.001151852690225138,-0.033581725658307034,0.001151852690225138,-0.033581725658307034,0.001151852690225138,-0.033581725658307034,,,,,2010-03-19,23.0,28.2,17.7,6.6,6.6,267.7,47.30000000000003,80.57727272727273,0.45848484848484844,0.5648484848484848,1.4306118978793694,0.0,0.0,,,,,,,,,,130.3,130.15,134.75,144.35,134.8,1.7629,1.8108,1.7871,1.8041,10566.0,15556.0,36801.0,12909.0,10566.0,15556.0,36801.0,12909.0,0.08415770609318997,0.12409952852390488,0.28819452601902973,0.13407072752765228,0.08415770609318997,0.12409952852390488,0.28819452601902973,0.13407072752765228,228.1,124.1,372.6,75.50000000000001,8.700000000000028,16.60000000000003,46.50000000000003,0.0,0.6448484848484849,0.4613636363636365,0.0957142857142858,-0.9685714285714282,0.6360606060606064,0.09939393939393935,0.4207936507936508,0.6922222222222224,1.2245784426169501,0.5680815647107782,1.5333934310574588,5.672629695885512,130.15,134.75,144.35,134.8,130.15,134.75,144.35,134.8,130.15,134.75,144.35,134.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.15,134.75,144.35,134.8,233.83638000000002,1231335.0,34881.310000000005,233.83638000000002,1231335.0,16978.090000000004,0.0417118517415572,-0.009252186278202708,0.20689561166997997,0.36580428788917835
2010-03-26,2010-03-26,135.85,0,KC_LOCAL,2011-03-26,365,,1,-0.008429589955768164,0.0417118517415572,0.05135140970773364,0.011615793020612747,0.014043748291607922,False,2010-03-26,1.8223,0.01231277460775331,0.015317283628052231,0.006662103098939171,0.006525373543879828,0.007800740623823011,COFFEE C - ICE FUTURES U.S. ,2010-03-23,125387,31131,18006,19650,31131,18006,7133,6346,2010-03-26,13125,13125,0.10467592334133523,0.10467592334133523,-1.3894873215020462,-0.8787847392388036,-1.3894873215020462,-0.8787847392388036,2010-03-26,135.85,365,,,,,,,,,,,,,,,,,135.85,135.85,135.85,,,0.0,0.0,0.0,0.0,0.0417118517415572,0.05135140970773364,0.0417118517415572,0.05135140970773364,0.0417118517415572,0.05135140970773364,,,,,2010-03-26,23.1,28.2,19.0,0.4,0.4,262.4,18.400000000000027,76.07272727272726,0.3657575757575759,0.5048484848484845,1.4082747853239657,0.0,0.0,,,,,,,,,,135.85,130.3,129.05,139.8,127.7,1.7946,1.8102,1.7519,1.8009,9450.0,13747.0,35990.0,20701.0,9450.0,13747.0,35990.0,20701.0,0.07688990504706963,0.11187428283107773,0.27678866696916793,0.19986676192866937,0.07688990504706963,0.11187428283107773,0.27678866696916793,0.19986676192866937,267.7,115.6,428.6,106.90000000000002,47.30000000000003,50.800000000000026,58.00000000000003,54.50000000000001,0.45848484848484844,0.9166666666666666,-0.4776190476190473,-1.0309523809523808,0.5648484848484848,0.347878787878788,-0.021746031746031846,0.45904761904761926,1.4306118978793694,0.5624308903533991,1.7455878360032584,4.524183796856107,130.3,129.05,139.8,127.7,130.3,129.05,139.8,127.7,130.3,129.05,139.8,127.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.3,129.05,139.8,127.7,247.55945499999999,1783031.25,35647.03999999999,247.55945499999999,1783031.25,18455.2225,0.011345043915892234,-0.030265713803949806,0.20644247654439843,0.28473330511052836
2010-04-02,2010-04-01,137.4,0,KC_LOCAL,2011-04-01,365,,1,0.00913916066848031,0.002915453960124135,0.07203867805105338,0.012540266188621583,0.013380299153016743,False,2010-04-01,1.7693,-0.0061417294058739485,-0.01720267676529887,-0.010513688614502241,0.006951430949986784,0.007958840274258284,COFFEE C - ICE FUTURES U.S. ,2010-03-30,129655,35097,14267,19952,35097,14267,7828,6113,2010-04-02,20830,20830,0.1606571285334156,0.1606571285334156,-0.5543668173847053,-0.12535144470866463,-0.5543668173847053,-0.12535144470866463,2010-04-01,137.4,365,,,,,,,,,,,,,,,,,137.4,137.4,137.4,,,0.0,0.0,0.0,0.0,0.002915453960124135,0.07203867805105338,0.002915453960124135,0.07203867805105338,0.002915453960124135,0.07203867805105338,,,,,2010-04-02,20.7,22.8,19.1,13.6,13.6,156.0,42.40000000000003,1.8045454545454502,0.4451515151515155,0.4118181818181815,1.0117029743831618,0.0,0.0,,,,,,,,,,137.4,135.85,128.0,135.93,129.7,1.8223,1.7816,1.7404,1.7836,13125.0,10136.0,30620.0,19602.0,13125.0,10136.0,30620.0,19602.0,0.10467592334133523,0.08364692678418169,0.245079598844236,0.19812007277137658,0.10467592334133523,0.08364692678418169,0.245079598844236,0.19812007277137658,262.4,251.0,503.5,122.30000000000001,18.400000000000027,145.80000000000004,118.50000000000003,15.800000000000011,0.3657575757575759,0.5092424242424242,-0.7290109890109887,-0.9165079365079362,0.5048484848484845,0.46409090909090944,-0.06029359529359534,0.48126984126984157,1.4082747853239657,1.2633553730353015,1.992990311590404,3.3873648113954102,135.85,128.0,135.93,129.7,135.85,128.0,135.93,129.7,135.85,128.0,135.93,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.85,128.0,135.93,129.7,243.10182000000003,2862042.0,21434.4,243.10182000000003,2862042.0,18878.760000000002,-0.034805438450087316,-0.01614121617938536,0.1665500947322966,0.27615298510111863
2010-04-09,2010-04-09,132.7,0,KC_LOCAL,2011-04-09,365,,1,-0.014959142078156507,-0.034805438450087316,0.009464390162271507,0.014673229555146492,0.013397993245439978,False,2010-04-09,1.7722,-0.004279285809559831,0.0016377244942448882,0.0020899829676666866,0.007023456471045244,0.007998745829630827,COFFEE C - ICE FUTURES U.S. ,2010-04-06,130970,35256,13439,19702,35256,13439,8908,6656,2010-04-09,21817,21817,0.16658013285485226,0.16658013285485226,-0.45473137603874303,-0.06559207708651459,-0.45473137603874303,-0.06559207708651459,2010-04-09,132.7,365,,,,,,,,,,,,,,,,,132.7,132.7,132.7,,,0.0,0.0,0.0,0.0,-0.034805438450087316,0.009464390162271507,-0.034805438450087316,0.009464390162271507,-0.034805438450087316,0.009464390162271507,,,,,2010-04-09,17.9,24.1,12.7,0.0,0.0,141.3,33.20000000000003,-2.180086580086581,-0.21118326118326097,-0.23279220779220838,0.9848056505118588,0.0,0.0,,,,,,,,,,132.7,137.4,130.15,145.35,135.65,1.7693,1.7629,1.7382,1.7381,20830.0,10566.0,27550.0,19290.0,20830.0,10566.0,27550.0,19290.0,0.1606571285334156,0.08415770609318997,0.21678915975511875,0.18939989003220487,0.1606571285334156,0.08415770609318997,0.21678915975511875,0.18939989003220487,156.0,228.1,263.5,122.9,42.40000000000003,8.700000000000028,33.200000000000024,52.60000000000001,0.4451515151515155,0.6448484848484849,-0.06372238872238836,-1.303650793650793,0.4118181818181815,0.6360606060606064,-0.06506993006993025,-0.08015873015873005,1.0117029743831618,1.2245784426169501,1.0054329992459479,2.3242975504322767,137.4,130.15,145.35,135.65,137.4,130.15,145.35,135.65,137.4,130.15,145.35,135.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.4,130.15,145.35,135.65,235.17093999999997,2895115.9,18750.51,235.17093999999997,2895115.9,17609.289999999997,-0.027503643485565017,0.0022581868835921063,0.19455488873436616,0.316739582116411
2010-04-16,2010-04-16,129.1,0,KC_LOCAL,2011-04-16,365,,1,-0.02031888956887492,-0.027503643485565017,-0.03088901440734446,0.01441233679162452,0.013256991420046733,False,2010-04-16,1.755,0.004282661792000728,-0.009752855713235871,-0.01638917723998858,0.0069095958023173455,0.007981788104580067,COFFEE C - ICE FUTURES U.S. ,2010-04-13,132943,30960,15381,18229,30960,15381,9818,7300,2010-04-16,15579,15579,0.11718556072903424,0.11718556072903424,-1.0766300000563371,-0.8028862159437321,-1.0766300000563371,-0.8028862159437321,2010-04-16,129.1,365,,,,,,,,,,,,,,,,,129.1,129.1,129.1,,,0.0,0.0,0.0,0.0,-0.027503643485565017,-0.03088901440734446,-0.027503643485565017,-0.03088901440734446,-0.027503643485565017,-0.03088901440734446,,,,,2010-04-16,21.5,27.4,16.0,0.0,0.0,102.6,1.1000000000000285,-14.864502164502161,-0.8920707070707066,-0.9211111111111115,0.8734553682976894,0.0,0.0,,,,,,,,,,129.1,132.7,130.3,140.75,142.85,1.7722,1.7946,1.7703,1.7127,21817.0,9450.0,30764.0,26286.0,21817.0,9450.0,30764.0,26286.0,0.16658013285485226,0.07688990504706963,0.23755801113504915,0.23792972356487263,0.16658013285485226,0.07688990504706963,0.23755801113504915,0.23792972356487263,141.3,267.7,249.29999999999998,137.0,33.20000000000003,47.30000000000003,27.800000000000026,14.100000000000014,-0.21118326118326097,0.45848484848484844,0.15088800088800117,-1.3793650793650791,-0.23279220779220838,0.5648484848484848,-0.05205405705405717,-0.3336507936507936,0.9848056505118588,1.4306118978793694,0.9953138421535374,2.0585289066971955,132.7,130.3,140.75,142.85,132.7,130.3,140.75,142.85,132.7,130.3,140.75,142.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.7,130.3,140.75,142.85,226.57049999999998,2011248.9,13245.659999999998,226.57049999999998,2011248.9,16666.809999999998,0.020698324215810117,0.039116435536377246,0.2441453196227747,0.36730760439889404
2010-04-23,2010-04-23,131.8,0,KC_LOCAL,2011-04-23,365,,1,0.00532523129875278,0.020698324215810117,-0.038695303759717956,0.011733893841020372,0.012556753835589799,False,2010-04-23,1.7616,-0.00011352670727975147,0.008036291860450287,-0.015769644207504326,0.006350655282333653,0.007741534220590468,COFFEE C - ICE FUTURES U.S. ,2010-04-20,133901,31639,24129,18937,31639,24129,8165,7341,2010-04-23,7510,7510,0.05608621294837231,0.05608621294837231,-1.7457465466878588,-1.6946225445956458,-1.7457465466878588,-1.6946225445956458,2010-04-23,131.8,365,,,,,,,,,,,,,,,,,131.8,131.8,131.8,,,0.0,0.0,0.0,0.0,0.020698324215810117,-0.038695303759717956,0.020698324215810117,-0.038695303759717956,0.020698324215810117,-0.038695303759717956,,,,,2010-04-23,23.7,30.1,17.1,0.0,0.0,79.8,0.40000000000002844,-13.741125541125536,-0.5941197691197685,-0.7680735930735931,0.8531007034431692,0.0,0.0,,,,,,,,,,131.8,129.1,135.85,139.6,137.15,1.755,1.8223,1.8179,1.7105,15579.0,13125.0,31926.0,33384.0,15579.0,13125.0,31926.0,33384.0,0.11718556072903424,0.10467592334133523,0.24191678474816436,0.27262927514454643,0.11718556072903424,0.10467592334133523,0.24191678474816436,0.27262927514454643,102.6,262.4,239.39999999999998,151.9,1.1000000000000285,18.400000000000027,40.400000000000034,62.70000000000002,-0.8920707070707066,0.3657575757575759,0.2465229215229216,-1.1677777777777778,-0.9211111111111115,0.5048484848484845,0.24842934842934844,-0.41015873015873006,0.8734553682976894,1.4082747853239657,0.9637573923843777,1.8168821552657057,129.1,135.85,139.6,137.15,129.1,135.85,139.6,137.15,129.1,135.85,139.6,137.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.1,135.85,139.6,137.15,232.17888000000002,989818.0000000001,10517.640000000001,232.17888000000002,989818.0000000001,17371.24,0.025469541540456626,0.004542021434500986,0.23070216628813633,0.41126514958529264
2010-04-30,2010-04-30,135.2,0,KC_LOCAL,2011-04-30,365,,1,0.00519096456696987,0.025469541540456626,-0.01614121617938536,0.01166239890014216,0.012593805734417011,False,2010-04-30,1.7298,-0.0008667765126190065,-0.018216692096004076,-0.02871992265241959,0.006188752393997899,0.007748340584252348,COFFEE C - ICE FUTURES U.S. ,2010-04-27,138415,33782,30492,21829,33782,30492,8257,6910,2010-04-30,3290,3290,0.023769100169779286,0.023769100169779286,-1.942162586894724,-2.097783183636734,-1.942162586894724,-2.097783183636734,2010-04-30,135.2,365,,,,,,,,,,,,,,,,,135.2,135.2,135.2,,,0.0,0.0,0.0,0.0,0.025469541540456626,-0.01614121617938536,0.025469541540456626,-0.01614121617938536,0.025469541540456626,-0.01614121617938536,,,,,2010-04-30,22.0,28.0,17.0,1.7,1.7,57.8,2.0000000000000284,-14.584848484848482,-0.2579076479076475,-0.616940836940837,0.798509649600201,0.0,0.0,,,,,,,,,,135.2,131.8,137.4,131.7,135.5,1.7616,1.7693,1.874,1.7432,7510.0,20830.0,27877.0,33518.0,7510.0,20830.0,27877.0,33518.0,0.05608621294837231,0.1606571285334156,0.21441866904593423,0.2727857218428784,0.05608621294837231,0.1606571285334156,0.21441866904593423,0.2727857218428784,79.8,156.0,206.5,191.20000000000002,0.40000000000002844,42.40000000000003,54.90000000000003,58.20000000000002,-0.5941197691197685,0.4451515151515155,0.3286946386946388,-1.2117460317460316,-0.7680735930735931,0.4118181818181815,0.17280885780885774,-0.1980952380952381,0.8531007034431692,1.0117029743831618,0.7991788859479618,1.8440341691926152,131.8,137.4,131.7,135.5,131.8,137.4,131.7,135.5,131.8,137.4,131.7,135.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.8,137.4,131.7,135.5,233.86896,444807.99999999994,7814.559999999999,233.86896,444807.99999999994,18279.039999999997,-0.016406035387109868,-0.0070514302198896135,0.26543192579496105,0.4086651108388352
2010-05-07,2010-05-07,133.0,0,KC_LOCAL,2011-05-07,365,,1,-0.0011271840381874983,-0.016406035387109868,0.0022581868835921063,0.012650055016422922,0.01296807315218794,False,2010-05-07,1.8335,-0.0005452562839561294,0.058220913638969245,0.029725710088618698,0.009681389533097759,0.008191831822549452,COFFEE C - ICE FUTURES U.S. ,2010-05-04,134962,34925,23833,21226,34925,23833,9401,9130,2010-05-07,11092,11092,0.08218609682725508,0.08218609682725508,-1.108908588284104,-1.2444199066863864,-1.108908588284104,-1.2444199066863864,2010-05-07,133.0,365,,,,,,,,,,,,,,,,,133.0,133.0,133.0,,,0.0,0.0,0.0,0.0,-0.016406035387109868,0.0022581868835921063,-0.016406035387109868,0.0022581868835921063,-0.016406035387109868,0.0022581868835921063,,,,,2010-05-07,22.0,28.5,15.4,0.0,0.0,3.5,0.0,-45.219047619047615,0.2574603174603177,-0.6136507936507934,0.07184048480109471,0.0,0.0,,,,,,,,,,133.0,135.2,132.7,128.8,138.9,1.7298,1.7722,1.8745,1.7171,3290.0,21817.0,20206.0,33921.0,3290.0,21817.0,20206.0,33921.0,0.023769100169779286,0.16658013285485226,0.1567583922295751,0.2705908630413453,0.023769100169779286,0.16658013285485226,0.1567583922295751,0.2705908630413453,57.8,141.3,147.39999999999998,216.50000000000003,2.0000000000000284,33.20000000000003,3.8000000000000282,39.80000000000001,-0.2579076479076475,-0.21118326118326097,0.481060606060606,-0.7828571428571428,-0.616940836940837,-0.23279220779220838,0.2590909090909091,-0.16682539682539702,0.798509649600201,0.9848056505118588,0.6144343179794227,1.6843255658874527,135.2,132.7,128.8,138.9,135.2,132.7,128.8,138.9,135.2,132.7,128.8,138.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.2,132.7,128.8,138.9,243.85549999999998,1475236.0,465.5,243.85549999999998,1475236.0,17689.0,0.009354605167220318,0.0056232575543622605,0.23003702983362123,0.4333922906664413
2010-05-14,2010-05-14,134.25,0,KC_LOCAL,2011-05-14,365,,1,-0.020642089359820842,0.009354605167220318,0.039116435536377246,0.012847391660735652,0.013238046870056192,False,2010-05-14,1.7959,0.012889665120356083,-0.020720419486689862,0.027320093916725303,0.011835830672484594,0.00865296890160996,COFFEE C - ICE FUTURES U.S. ,2010-05-11,136643,34078,22656,21605,34078,22656,10665,10590,2010-05-14,11422,11422,0.08359008511229994,0.08359008511229994,-1.014489448857378,-1.1894790964112945,-1.014489448857378,-1.1894790964112945,2010-05-14,134.25,365,,,,,,,,,,,,,,,,,134.25,134.25,134.25,,,0.0,0.0,0.0,0.0,0.009354605167220318,0.039116435536377246,0.009354605167220318,0.039116435536377246,0.009354605167220318,0.039116435536377246,,,,,2010-05-14,17.4,26.4,8.5,0.0,0.0,19.2,15.700000000000028,-15.604761904761903,0.6069841269841272,-0.06857142857142838,0.5516486523464222,0.0,0.0,,,,,,,,,,134.25,133.0,129.1,132.75,131.1,1.8335,1.755,1.8662,1.7282,11092.0,15579.0,16642.0,35487.0,11092.0,15579.0,16642.0,35487.0,0.08218609682725508,0.11718556072903424,0.12339655658208888,0.27308405605275915,0.08218609682725508,0.11718556072903424,0.12339655658208888,0.27308405605275915,3.5,102.6,150.3,223.80000000000004,0.0,1.1000000000000285,35.500000000000036,56.90000000000001,0.2574603174603177,-0.8920707070707066,0.33848484848484856,-0.37349206349206326,-0.6136507936507934,-0.9211111111111115,0.09984848484848499,0.22539682539682532,0.07184048480109471,0.8734553682976894,0.6400696864111498,1.4602000869943457,133.0,129.1,132.75,131.1,133.0,129.1,132.75,131.1,133.0,129.1,132.75,131.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,129.1,132.75,131.1,241.09957500000002,1533403.5,2577.6,241.09957500000002,1533403.5,18023.0625,-0.013876089886066163,0.07668512197869025,0.2679353095169465,0.40086110569954186
